"generation"	"timeTotal"	"timeOfIteration"	"fitnessCallCountSoFar"	"fitnessCallCountOfIteration"	"idOfBest"	"costOfBest"	"idOfSecond"	"costOfSecond"	"idOfThird"	"costOfThird"	"idOfWorst"	"costOfWorst"	"idOfMedian"	"costOfMedian"	"diversity"	"geneBalance"	"spentTimeOfMutation"	"spentBudgetOfMutation"	"improvementCountPerRunOfMutation"	"improvementCountPerBudgetOfMutation"	"spentTimeOfMutationOnBest"	"spentBudgetOfMutationOnBest"	"improvementCountPerRunOfMutationOnBest"	"improvementCountPerBudgetOfMutationOnBest"	"spentTimeOfGeneTransfer"	"spentBudgetOfGeneTransfer"	"improvementCountPerRunOfGeneTransfer"	"improvementCountPerBudgetOfGeneTransfer"	"spentTimeOfBoost"	"spentBudgetOfBoost"	"improvementCountPerRunOfBoost"	"improvementCountPerBudgetOfBoost"	"spentTimeOfBoostOnBest"	"spentBudgetOfBoostOnBest"	"improvementCountPerRunOfBoostOnBest"	"improvementCountPerBudgetOfBoostOnBest"	
2	44	44	213864	213864	2	4.087860025E9	1	4.103549425E9	11	4.11720343E9	9	4.580942164E9	36	4.218220344E9	1.7976931348623157E308	0.0	36.965ms	210	36.965ms	1.2307587694438855E-4	36.965ms	210	36.965ms	1.2307587694438855E-4	52.242900ms	100	52.242900ms	0.039858250167783306	0s	0	0s	0.0	0s	0	0s	0.0	
3	73	28	214174	310	27	3.722416922E9	17	3.75946005E9	44	3.776912535E9	24	4.164649552E9	6	3.871656523E9	1.7976931348623157E308	0.0	20.948ms	210	20.948ms	9.39331319785334E-5	20.948ms	210	20.948ms	9.39331319785334E-5	51.743300ms	100	51.743300ms	0.04131340548601179	0s	0	0s	0.0	0s	0	0s	0.0	
4	96	23	214484	310	29	3.387580922E9	23	3.408782889E9	44	3.415264835E9	19	3.948085071E9	37	3.526080881E9	1.7976931348623157E308	0.0	17.003400ms	210	17.003400ms	1.1393343276211284E-4	17.003400ms	210	17.003400ms	1.1393343276211284E-4	48.305500ms	100	48.305500ms	0.045018789734338156	0s	0	0s	0.0	0s	0	0s	0.0	
5	121	24	214793	309	13	3.116404301E9	40	3.124301274E9	48	3.134318201E9	35	3.4955588E9	1	3.248344981E9	1.7976931348623157E308	0.0	18.481100ms	210	18.481100ms	6.246560742675007E-5	18.481100ms	210	18.481100ms	6.246560742675007E-5	47.863400ms	100	47.863400ms	0.04072263089297568	0s	0	0s	0.0	0s	0	0s	0.0	
6	149	28	215103	310	21	2.832438255E9	10	2.84696038E9	47	2.861199248E9	41	3.255207581E9	11	2.98505715E9	1.7976931348623157E308	0.0	16.214800ms	210	16.214800ms	8.353997369654317E-5	16.214800ms	210	16.214800ms	8.353997369654317E-5	94.215ms	100	94.215ms	0.04046131138755737	0s	0	0s	0.0	0s	0	0s	0.0	
7	171	21	215413	310	7	2.651492795E9	20	2.667395034E9	27	2.680677997E9	11	2.98505715E9	6	2.758062093E9	1.7976931348623157E308	0.0	14.723400ms	210	14.723400ms	4.327978007834983E-5	14.723400ms	210	14.723400ms	4.327978007834983E-5	51.700200ms	100	51.700200ms	0.03651739984512313	0s	0	0s	0.0	0s	0	0s	0.0	
8	194	22	215722	309	24	2.46600716E9	16	2.491720514E9	19	2.496901645E9	12	2.705769559E9	18	2.597795391E9	1.7976931348623157E308	0.0	16.031900ms	210	16.031900ms	6.37392499136556E-5	16.031900ms	210	16.031900ms	6.37392499136556E-5	51.607700ms	100	51.607700ms	0.032902705308458166	0s	0	0s	0.0	0s	0	0s	0.0	
9	222	28	216032	310	47	2.318125428E9	49	2.324825846E9	0	2.329056621E9	25	2.632379876E9	1	2.430375023E9	1.7976931348623157E308	0.0	19.336300ms	210	19.336300ms	5.631503750957736E-5	19.336300ms	210	19.336300ms	5.631503750957736E-5	58.070400ms	100	58.070400ms	0.02846098952100606	0s	0	0s	0.0	0s	0	0s	0.0	
10	246	23	216342	310	1	2.192698083E9	30	2.195526752E9	46	2.205860563E9	18	2.394435736E9	25	2.317829788E9	1.7976931348623157E308	0.0	15.707900ms	210	15.707900ms	4.529564673589786E-5	15.707900ms	210	15.707900ms	4.529564673589786E-5	46.745700ms	100	46.745700ms	0.025877102070948094	0s	0	0s	0.0	0s	0	0s	0.0	
11	274	27	216652	310	32	2.121874799E9	9	2.134908595E9	48	2.137898165E9	5	2.365338526E9	37	2.217997614E9	1.7976931348623157E308	0.0	19.154500ms	210	19.154500ms	3.5485042978571145E-5	19.154500ms	210	19.154500ms	3.5485042978571145E-5	61.192600ms	100	61.192600ms	0.018914810315180403	0s	0	0s	0.0	0s	0	0s	0.0	
12	304	29	216962	310	33	2.038264341E9	47	2.057247384E9	26	2.060795509E9	39	2.245265703E9	4	2.156178283E9	1.7976931348623157E308	0.0	20.372900ms	210	20.372900ms	4.4243477085388024E-5	20.372900ms	210	20.372900ms	4.4243477085388024E-5	48.445800ms	100	48.445800ms	0.016128788791713124	0s	0	0s	0.0	0s	0	0s	0.0	
13	328	24	217271	309	26	2.021113291E9	33	2.025713177E9	47	2.034736033E9	40	2.197138689E9	5	2.081103059E9	1.7976931348623157E308	0.0	18.348200ms	210	18.348200ms	2.9322716596084468E-5	18.348200ms	210	18.348200ms	2.9322716596084468E-5	44.917900ms	100	44.917900ms	0.013858632099765053	0s	0	0s	0.0	0s	0	0s	0.0	
14	348	20	217579	308	23	1.934624001E9	32	1.935996531E9	22	1.947268666E9	40	2.197138689E9	21	2.035793547E9	1.7976931348623157E308	0.0	14.923500ms	210	14.923500ms	4.350687053381702E-5	14.923500ms	210	14.923500ms	4.350687053381702E-5	46.019800ms	100	46.019800ms	0.012345865117869755	0s	0	0s	0.0	0s	0	0s	0.0	
15	373	24	217889	310	34	1.881587404E9	0	1.882930652E9	1	1.908850575E9	40	2.068499355E9	5	1.983847518E9	1.7976931348623157E308	0.0	15.037200ms	210	15.037200ms	4.9517223746987586E-5	15.037200ms	210	15.037200ms	4.9517223746987586E-5	53.649ms	100	53.649ms	0.012621748570710224	0s	0	0s	0.0	0s	0	0s	0.0	
16	397	23	218199	310	41	1.84534264E9	25	1.861309885E9	34	1.875084178E9	4	2.028187861E9	13	1.942054785E9	1.7976931348623157E308	0.0	17.859800ms	210	17.859800ms	1.6458306848414022E-5	17.859800ms	210	17.859800ms	1.6458306848414022E-5	45.101200ms	100	45.101200ms	0.00880476538919069	0s	0	0s	0.0	0s	0	0s	0.0	
17	419	22	218509	310	41	1.833594336E9	42	1.835304015E9	18	1.843247648E9	43	1.999655642E9	37	1.903565499E9	1.7976931348623157E308	0.0	14.706900ms	210	14.706900ms	3.0316486244475974E-5	14.706900ms	210	14.706900ms	3.0316486244475974E-5	65.081100ms	100	65.081100ms	0.009961672145042481	0s	0	0s	0.0	0s	0	0s	0.0	
18	443	23	218818	309	3	1.822514206E9	41	1.826098286E9	19	1.82720154E9	6	1.952433673E9	8	1.881324767E9	1.7976931348623157E308	0.0	17.956700ms	210	17.956700ms	1.946748824952546E-5	17.956700ms	210	17.956700ms	1.946748824952546E-5	44.331900ms	100	44.331900ms	0.006472544337322917	0s	0	0s	0.0	0s	0	0s	0.0	
19	467	24	219128	310	24	1.770006657E9	30	1.772018684E9	7	1.806542384E9	23	1.914506587E9	9	1.856201958E9	1.7976931348623157E308	0.0	17.736100ms	210	17.736100ms	3.353908666584159E-5	17.736100ms	210	17.736100ms	3.353908666584159E-5	47.981300ms	100	47.981300ms	0.007324654486010637	0s	0	0s	0.0	0s	0	0s	0.0	
20	487	19	219438	310	24	1.75980821E9	30	1.772018684E9	49	1.796031664E9	21	1.885537232E9	32	1.828254627E9	1.7976931348623157E308	0.0	14.179ms	210	14.179ms	2.7437203776196443E-5	14.179ms	210	14.179ms	2.7437203776196443E-5	44.502500ms	100	44.502500ms	0.0060148087165566326	0s	0	0s	0.0	0s	0	0s	0.0	
21	521	33	219748	310	9	1.738502974E9	24	1.744475079E9	34	1.760982023E9	21	1.885537232E9	4	1.81428593E9	1.7976931348623157E308	0.0	21.133500ms	210	21.133500ms	4.149026530783666E-5	21.133500ms	210	21.133500ms	4.149026530783666E-5	55.986200ms	100	55.986200ms	0.004955611858890184	0s	0	0s	0.0	0s	0	0s	0.0	
22	546	25	220058	310	18	1.726323581E9	9	1.727217204E9	47	1.735378989E9	5	1.846864498E9	48	1.790821027E9	1.7976931348623157E308	0.0	17.226500ms	210	17.226500ms	3.091266607448539E-5	17.226500ms	210	17.226500ms	3.091266607448539E-5	55.532400ms	100	55.532400ms	0.0060687883261356206	0s	0	0s	0.0	0s	0	0s	0.0	
23	566	20	220368	310	44	1.649719098E9	29	1.703842793E9	18	1.707714725E9	5	1.813263577E9	17	1.770639328E9	1.7976931348623157E308	0.0	14.530400ms	210	14.530400ms	5.133081710479146E-5	14.530400ms	210	14.530400ms	5.133081710479146E-5	45.623300ms	100	45.623300ms	0.006623413371083707	0s	0	0s	0.0	0s	0	0s	0.0	
24	586	20	220678	310	44	1.623262606E9	26	1.646579689E9	40	1.673084409E9	11	1.798515009E9	42	1.744574672E9	1.7976931348623157E308	0.0	14.685700ms	210	14.685700ms	7.636651317841214E-5	14.685700ms	210	14.685700ms	7.636651317841214E-5	44.687900ms	100	44.687900ms	0.006625498464583081	0s	0	0s	0.0	0s	0	0s	0.0	
25	608	21	220988	310	44	1.615081477E9	21	1.640749291E9	26	1.646579689E9	13	1.780541382E9	25	1.72347177E9	1.7976931348623157E308	0.0	15.405400ms	210	15.405400ms	2.3999664009297757E-5	15.405400ms	210	15.405400ms	2.3999664009297757E-5	48.248300ms	100	48.248300ms	0.005227904568370425	0s	0	0s	0.0	0s	0	0s	0.0	
26	631	22	221298	310	44	1.611034348E9	21	1.640749291E9	17	1.645098429E9	1	1.772828544E9	35	1.701796548E9	1.7976931348623157E308	0.0	15.036900ms	210	15.036900ms	1.1932551472845908E-5	15.036900ms	210	15.036900ms	1.1932551472845908E-5	47.034600ms	100	47.034600ms	0.006350430420551464	0s	0	0s	0.0	0s	0	0s	0.0	
27	651	20	221608	310	44	1.60355719E9	4	1.609880068E9	35	1.614417545E9	15	1.759454292E9	19	1.688116184E9	1.7976931348623157E308	0.0	14.480600ms	210	14.480600ms	2.2101027411312668E-5	14.480600ms	210	14.480600ms	2.2101027411312668E-5	44.252300ms	100	44.252300ms	0.004862580976583211	0s	0	0s	0.0	0s	0	0s	0.0	
28	672	20	221917	309	44	1.595741888E9	4	1.609880068E9	35	1.614417545E9	15	1.727221729E9	38	1.672419571E9	1.7976931348623157E308	0.0	15.021400ms	210	15.021400ms	2.3208229829036186E-5	15.021400ms	210	15.021400ms	2.3208229829036186E-5	43.799700ms	100	43.799700ms	0.00438266466439241	0s	0	0s	0.0	0s	0	0s	0.0	
29	697	25	222227	310	7	1.557795772E9	44	1.591928108E9	4	1.609880068E9	18	1.707714725E9	19	1.661241455E9	1.7976931348623157E308	0.0	17.921600ms	210	17.921600ms	1.138082372808996E-5	17.921600ms	210	17.921600ms	1.138082372808996E-5	67.167400ms	100	67.167400ms	0.003913776517450116	0s	0	0s	0.0	0s	0	0s	0.0	
30	722	24	222537	310	7	1.543917794E9	22	1.554822847E9	49	1.575246253E9	18	1.689412831E9	48	1.642993591E9	1.7976931348623157E308	0.0	18.724600ms	210	18.724600ms	4.2422511802663904E-5	18.724600ms	210	18.724600ms	4.2422511802663904E-5	45.166ms	100	45.166ms	0.005030031634736685	0s	0	0s	0.0	0s	0	0s	0.0	
